date,channel,messaging_consistency,customer_engagement,synchronization_score,revenue
2024-02-15,Social Media,72.00287115961687,86.84449968181583,85.95184752307472,8355.679929662443
2024-02-15,Email,81.30795711295751,79.30733085589574,85.52805321872226,7584.305695797987
2024-02-15,SMS,72.04074955076474,61.81056251971691,79.94206468020293,2435.902121018695
2024-02-15,Push Notification,91.79458916480505,66.57641962074133,94.51730511638263,4032.062125939962
2024-02-16,Website,74.55294789221749,83.69095521427437,88.17415551001753,5483.76144807825
2024-02-16,Mobile App,83.88408877344078,81.57605334816792,79.56909482662597,9967.005244510678
2024-02-16,In-Store,94.36982905366958,79.50977059040811,78.9908490185829,7122.054181881622
2024-02-16,Social Media,71.8049602244794,60.91957506617418,80.15365777022427,5163.6066106538465
2024-02-16,Email,91.70681263520952,81.81507209298924,89.85413042399962,4829.440010032678
2024-02-16,SMS,78.64837481367407,71.13116288953807,94.75299127472115,1360.9827227123424
2024-02-16,Push Notification,91.67578740306121,77.3602622571718,83.77230838379181,7527.318943736229
2024-02-17,Website,82.16672353561758,86.20269714244982,93.01403728022517,4795.488341861099
2024-02-17,Mobile App,76.9206949308763,77.77050985780086,93.24726691233381,2895.9597010509992
2024-02-17,In-Store,85.57416458908708,78.94680660277561,89.66226044830562,2184.1091661453383
2024-02-17,Social Media,87.89562411705221,87.27097561996924,78.59366217740484,3137.889924314899
2024-02-17,Email,94.28487735104099,65.42930858128469,92.08770186739159,5430.500708032313
2024-02-17,SMS,76.18077686007942,86.12249703817534,83.90610510005331,5633.356185367212
2024-02-17,Push Notification,78.98083423499415,77.78852554304783,78.27047745170046,4519.733829865846
2024-02-18,Website,94.23530805838219,67.74400298103383,88.13473329082585,3926.7105780222537
2024-02-18,Mobile App,89.33682814216502,63.92620982155049,94.39642090157089,5084.105872452753
2024-02-18,In-Store,75.9012615836616,62.20490241990038,78.39515810175081,5677.965537004159
2024-02-18,Social Media,78.42507941078216,84.86650097647828,83.61775047323611,3238.428453288669
2024-02-18,Email,85.42862466510076,81.20331650656337,78.340838158019,2508.572946594859
2024-02-18,SMS,70.91678567333858,82.09206045196922,88.2760905524361,5271.677881748325
2024-02-18,Push Notification,91.10426122422993,84.1701045885016,86.70708728793504,8814.441524619328
2024-02-19,Website,75.14603025091921,63.357588581931836,80.3949922303398,1513.7817048038337
2024-02-19,Mobile App,83.2792382000258,88.09817076884885,75.7868708133702,2098.989226090241
2024-02-19,In-Store,81.30497570708589,88.01625052583715,81.32312209953501,5565.113278195532
2024-02-19,Social Media,71.0393214762598,64.45029602886267,94.73260245917693,9686.06826792441
2024-02-19,Email,70.12349952336024,88.55435356269717,87.78239875631,8811.2646506802
2024-02-19,SMS,81.36849639084647,75.46788085737751,84.7769316051384,7001.778317914939
2024-02-19,Push Notification,73.49128136890782,60.89920769618034,81.15859883182382,7342.12686462982
2024-02-20,Website,75.04633630307372,80.20297299974752,94.3982409221454,1845.1064421047654
2024-02-20,Mobile App,86.81505295562816,73.31250657913714,92.36284508755011,2594.348105026473
2024-02-20,In-Store,87.3156488056541,85.1434586894433,93.89228438948047,7149.232254606813
2024-02-20,Social Media,82.42936910021068,78.53541720603641,92.37809968957437,6135.487719749467
2024-02-20,Email,70.75967649242092,87.92846086520933,88.79053502063122,7088.620471995218
2024-02-20,SMS,75.39187880994292,79.76656410697971,82.87728811308317,6861.096793373429
2024-02-20,Push Notification,72.66482575769977,79.73535913809108,94.98827451541334,1433.9083497450042
2024-02-21,Website,94.42935460553294,72.20723882168612,92.41506900674518,8041.469356524462
2024-02-21,Mobile App,84.1754065246667,82.1534762775398,92.57031122602696,4637.2628948592965
2024-02-21,In-Store,78.17582903908097,80.02780156690754,91.15691883882518,7860.566212989542
2024-02-21,Social Media,89.94534122146587,73.06749944438799,91.35668432350043,2081.881498335476
2024-02-21,Email,83.61222744902123,60.172759814943646,81.49171659800541,4298.153813842581
2024-02-21,SMS,79.90431729023139,80.86401620069587,82.77116202540691,5038.2426036027755
2024-02-21,Push Notification,75.93860327185818,71.1975537488802,79.54539254526303,1658.7633139159927
2024-02-22,Website,85.08621483453445,80.04638395665049,87.38980692019229,5171.446394205152
2024-02-22,Mobile App,79.49464450448075,85.90000948715476,85.38163570272437,5312.636898667579
2024-02-22,In-Store,70.64105164516089,70.23743482878469,82.60391237571714,4589.405028072104
2024-02-22,Social Media,84.5043092306833,76.00807640180635,87.15810185586889,7883.949353879155
2024-02-22,Email,90.32464346790233,81.54369228679484,94.1104739190987,1164.0932440872548
2024-02-22,SMS,74.89444964208866,60.22688624934426,87.94949428309206,9082.274940549882
2024-02-22,Push Notification,76.08705741440748,87.8110363438892,76.20534780579122,9409.924241249628
2024-02-23,Website,78.79056718099086,63.0426248534765,84.71743518372651,3310.9891094845716
2024-02-23,Mobile App,77.12182254904808,69.2186989477886,91.06051795665327,5852.45149007729
2024-02-23,In-Store,77.78269247890009,78.31001349932755,89.32301348446387,3453.6160066018037
2024-02-23,Social Media,80.33872753813378,63.656582800108424,78.6229869906936,7130.060685684845
2024-02-23,Email,74.53595869239068,75.7549015100118,89.18092523444865,1961.8923078526946
2024-02-23,SMS,84.18280549072259,67.69688351104091,94.2585375047516,5351.910820479323
2024-02-23,Push Notification,90.14981374437895,76.50679626468785,75.86825065709638,6698.3623803462015
2024-02-24,Website,93.78508355516642,78.04835460438994,91.3837771885358,8957.85817013567
2024-02-24,Mobile App,75.7019942987233,66.3613451972468,87.21961977701983,4699.256228260342
2024-02-24,In-Store,90.99653257166801,87.00069370194034,82.06842758605436,3131.8350307703386
2024-02-24,Social Media,89.51313788109654,68.24418106644409,91.45228637027357,4813.644282838865
2024-02-24,Email,86.68874748228676,62.86605941504005,87.47718649353146,5065.909108635062
2024-02-24,SMS,84.66521157938685,65.04042623234591,89.73747489888365,8765.173697889057
2024-02-24,Push Notification,75.4184950022694,62.871436665604854,75.47277172092673,6777.743503989394
2024-02-25,Website,85.17735090221952,76.4009223814221,79.6389419223195,4518.153963149632
2024-02-25,Mobile App,84.86190837965432,74.90300576577508,94.75571040429774,2227.957773010598
2024-02-25,In-Store,87.37861385118984,72.12956304312877,83.56399229851229,7458.379890923586
2024-02-25,Social Media,87.31090378310924,89.73767981106565,77.56788578908251,1936.986844457497
2024-02-25,Email,88.10847042821852,77.35160751019227,80.48321333119611,1714.7743209008795
2024-02-25,SMS,72.14145623991077,86.82572623992355,78.83734649437486,3910.3440590396867
2024-02-25,Push Notification,75.6664100556747,70.64988917495812,76.38847685492186,5671.538118174433
2024-02-26,Website,71.69031408980537,84.01069523467085,79.67424163820866,5860.107231440596
2024-02-26,Mobile App,92.00197718903645,79.52632107141582,85.6591557310267,3919.0037780383805
2024-02-26,In-Store,78.32504782645495,80.0846086559457,94.88278722442335,6956.552708644407
2024-02-26,Social Media,83.94458543425063,81.91951530717738,84.30411224567436,1541.281083407067
2024-02-26,Email,84.05742039694775,88.7287585351614,78.5060588471532,7210.0440173859915
2024-02-26,SMS,75.02334221647641,76.07483053419244,76.9335289929344,5053.338426323667
2024-02-26,Push Notification,88.90408322238115,70.42714572716946,88.29823448974436,8159.049647107563
2024-02-27,Website,93.17944548698631,67.0392624556636,82.98631831618616,2371.744119973757
2024-02-27,Mobile App,94.81208755395939,87.81002903772885,85.7991426056112,8578.29964938779
2024-02-27,In-Store,83.02394943180106,78.70757064008279,76.78248864232033,7797.433784471271
2024-02-27,Social Media,73.19283709088087,84.78202890757585,90.64056175340772,7378.702279686788
2024-02-27,Email,70.90400951311905,69.09385067835986,80.26225139821686,4241.227667243672
2024-02-27,SMS,72.19106866909597,88.10873469093188,86.07604481424752,3749.718795922212
2024-02-27,Push Notification,79.92453792685708,73.41607621514507,87.01188666721235,5641.11484926848
2024-02-28,Website,92.98479933036043,74.90890448717491,94.84316029646625,8662.824619705862
2024-02-28,Mobile App,75.21276285893339,87.91785643931749,77.32732795770953,8357.047376420724
2024-02-28,In-Store,79.5155823369145,86.33922961335209,92.36113380214901,8253.32860105859
2024-02-28,Social Media,89.75076090767654,69.14037417294122,76.61838566102504,4626.821608886453
2024-02-28,Email,74.33811287466271,80.84853266707385,81.92199453075571,9780.491807739234
2024-02-28,SMS,86.0243019336333,84.67441690903082,77.65049345483696,8758.130340453603
2024-02-28,Push Notification,93.06892976283486,74.61185756456808,87.12505875501955,7883.288208126959
2024-02-29,Website,74.37096568151031,75.07698229390327,82.97326055544626,2317.365929460242
2024-02-29,Mobile App,79.18836055728829,62.04516928156481,75.51623813898973,2216.496602393405
2024-02-29,In-Store,94.07787778972934,76.4858860768505,94.3164432230644,4892.480904971188
2024-02-29,Social Media,77.7954033271315,75.18425588520732,83.7902337726582,1950.9821583556952
2024-02-29,Email,86.02065786725515,66.48114547528799,87.3917590979566,6851.80983158338
2024-02-29,SMS,73.80062132821621,61.84048881332004,90.6152317213688,5138.203813923881
2024-02-29,Push Notification,71.4540948876369,89.84598951509301,76.15561121992734,7255.317059726978
2024-03-01,Website,94.59197313158533,67.17540312647778,77.84498737374392,2092.46445480186
2024-03-01,Mobile App,77.58187868918989,63.0313743303194,88.84322683388264,1560.6261831705642
2024-03-01,In-Store,82.73555320374474,89.90090561558931,91.27940539012037,6536.974944079098
2024-03-01,Social Media,77.65634051966529,78.71687508874915,85.54082927823303,4834.7504550133435
2024-03-01,Email,73.26775941850498,86.59812645721401,83.99569297642645,2751.602606386886
2024-03-01,SMS,79.19398377193224,72.42389257586781,91.55075791133748,7602.5294250526185
2024-03-01,Push Notification,89.23262234103349,60.33093793285941,83.32307996359523,5332.097364717913
2024-03-02,Website,70.47980692057642,67.79439626235103,90.2057964624427,2233.9873515609916
2024-03-02,Mobile App,83.3827532863148,66.45605616051712,75.24241549287787,3170.8131183958735
2024-03-02,In-Store,94.39684387275135,84.04611335648968,94.19153288642067,5390.686395337262
2024-03-02,Social Media,72.74340496693759,76.43878466921079,84.08754669119922,8599.213744656543
2024-03-02,Email,72.45206451960611,74.64723411065334,78.00097329387968,3922.0833420105396
2024-03-02,SMS,88.433926934695,74.280543881063,82.51776570291538,4550.286507130318
2024-03-02,Push Notification,81.48616921014967,83.5504963151117,92.84169377880468,9598.012178535355
2024-03-03,Website,89.67258465638238,69.46220687244038,88.76269412173085,4938.428116498528
2024-03-03,Mobile App,76.36676555115127,85.22614738277768,75.7685269792465,9115.857929218811
2024-03-03,In-Store,81.53693661561836,79.11604430424842,88.18707844411566,9056.059666358828
2024-03-03,Social Media,85.91674205418018,78.41800754280186,76.3330408112138,5665.672197506837
2024-03-03,Email,73.75422502042605,82.12301306164457,85.24443841625349,7122.05001287518
2024-03-03,SMS,71.04182251505961,62.54376048137409,89.32646776125364,1648.7590239880603
2024-03-03,Push Notification,71.78141819413146,60.36325425704662,94.1300279659896,7637.575235131062
2024-03-04,Website,78.8312852125516,68.89606743862966,81.99406459491699,7971.881780630637
2024-03-04,Mobile App,86.53426527676037,65.55586703602404,78.48218670668169,1885.5608474205758
2024-03-04,In-Store,86.50756799253345,82.93117986665207,80.30092856650008,1188.5046492782153
2024-03-04,Social Media,72.05429168691069,89.03580104535091,80.9088955495484,7923.008330543203
2024-03-04,Email,85.61658922135659,71.45818918958688,79.1137452439111,2092.477763434658
2024-03-04,SMS,85.37532420097166,83.23901341913364,87.8780850708226,5772.719199242425
2024-03-04,Push Notification,71.04878058579091,89.05466332783152,90.97428383309149,3635.3983303086825
2024-03-05,Website,94.49925823397126,78.05644768908967,86.64845316414493,7732.658614865789
2024-03-05,Mobile App,90.29424470225344,79.69435821994507,77.561914927324,4044.4075539504856
2024-03-05,In-Store,93.20209100815124,66.73846835531556,82.44334047675027,4888.691946497764
2024-03-05,Social Media,80.98512474236131,78.38818747483576,93.86151675489415,3166.2344064925446
2024-03-05,Email,73.03753440752295,65.92411469579812,92.73849800418539,6812.297313896854
2024-03-05,SMS,77.147669730979,84.47840816905851,92.22739992726872,8618.629048212502
2024-03-05,Push Notification,92.97316334098886,67.56723060520085,90.10083857492556,5144.8554754672605
2024-03-06,Website,91.04996382225154,81.8547203148484,90.5289489299945,6905.456539129644
2024-03-06,Mobile App,74.43571923674267,76.35080756690814,94.69339479049016,9436.492598474071
2024-03-06,In-Store,71.07934339492529,64.94444447188312,77.63457546909123,7533.81918986766
2024-03-06,Social Media,90.44463324642362,66.40534098932015,85.11705385903657,8566.3272521008
2024-03-06,Email,88.32003861915626,76.26711616475545,86.80695380917545,5575.244922246519
2024-03-06,SMS,77.43871128297052,76.95065978577048,88.7777060410018,8859.906242747269
2024-03-06,Push Notification,85.9072838494812,82.83364611129474,78.20143269909146,5154.017269778109
2024-03-07,Website,70.23329049567734,67.4003659356487,89.5292343022601,9926.289562144271
2024-03-07,Mobile App,72.4794524896804,72.04482947583865,91.0014193739832,2836.3207116600897
2024-03-07,In-Store,83.87712373255715,81.99213888089024,87.31970900520358,2692.2226115387452
2024-03-07,Social Media,78.88461421714348,83.51375353456191,86.08453028264033,1047.0665218862146
2024-03-07,Email,89.02476900070235,61.05934064820717,89.91467565462465,2822.325041487137
2024-03-07,SMS,93.9518370029845,71.03822253906253,81.53863232676159,2339.992452992002
2024-03-07,Push Notification,77.64010538725537,86.29952285484602,94.92668675254495,4314.785774561635
2024-03-08,Website,81.21526577386356,81.66212814608211,92.72391560930149,6337.399007681057
2024-03-08,Mobile App,79.78814245444573,72.37865522545871,88.91236292993614,1028.9643724385082
2024-03-08,In-Store,85.48973343649601,70.66479031324072,90.88394662554168,1836.9157584081895
2024-03-08,Social Media,84.70505667370976,74.42918669658371,87.84651051810455,1583.682350346715
2024-03-08,Email,84.49959468570329,76.84453763878571,86.21320188832343,6431.388999368093
2024-03-08,SMS,86.91169843065906,84.14966999042309,80.39641440256429,8425.444691620558
2024-03-08,Push Notification,82.45639205658634,62.31174837402993,76.17101858487959,4008.1448682645473
2024-03-09,Website,89.62242442778668,81.23042804222747,90.77229929344813,5655.4215079744845
2024-03-09,Mobile App,81.00497494888727,64.42357580118852,81.56385507218623,4906.174295564877
2024-03-09,In-Store,72.21501074199043,66.61835858133634,86.96450588127477,7620.968028152709
2024-03-09,Social Media,94.95868778482374,87.99339994030673,87.85130399070383,4791.232479646648
2024-03-09,Email,85.90443411770582,83.56954854240696,77.36672381846775,4689.144007266595
2024-03-09,SMS,90.99505714089042,71.51498855799132,86.43744542454372,6289.924247759784
2024-03-09,Push Notification,74.61190632834098,70.86706324956864,81.69022577483864,1235.7703767885832
2024-03-10,Website,70.60479409728389,84.9509113102732,80.46141619945625,5662.708896149339
2024-03-10,Mobile App,77.46813933971933,88.22037735346022,80.18593517731547,4866.911314650416
2024-03-10,In-Store,91.81825626211504,85.25800700375426,78.72202835692555,8223.789788161394
2024-03-10,Social Media,81.45467216844732,74.48906616256066,77.66959944831888,1725.4136238141218
2024-03-10,Email,88.19848267434413,74.893834570659,83.73701405230359,7565.57405787157
2024-03-10,SMS,89.13782247477775,64.7672450300806,87.20450298955282,2218.18674049917
2024-03-10,Push Notification,88.78437715072614,79.70865468801419,94.13229242166916,1620.6221472077907
2024-03-11,Website,71.42636802878135,68.465612240796,80.23411367471812,3222.8091916479984
2024-03-11,Mobile App,92.65636451302592,67.48638599548518,80.43899452257261,7834.584361761674
2024-03-11,In-Store,81.2434960612635,83.30131670865543,76.3073231512877,5388.140743060459
2024-03-11,Social Media,70.84034000458206,61.87959610366064,93.12874906688822,2253.2083400583565
2024-03-11,Email,83.31051705688043,72.33286807802119,81.94686652517686,9098.500111185453
2024-03-11,SMS,70.54558491938724,79.91369058526767,94.26788868427101,6041.513651156578
2024-03-11,Push Notification,93.4205615508273,61.56773637858071,83.37586638148323,3341.4201186584605
2024-03-12,Website,88.27052412451825,89.4389127149174,80.13060124888496,6887.57141326667
2024-03-12,Mobile App,74.95244081899351,76.95990763714829,84.27864973376673,9748.047966683833
2024-03-12,In-Store,85.21318181741167,70.48519116260456,77.28191569775866,2361.221458614411
2024-03-12,Social Media,75.63292324878088,67.52899984020894,92.01232115682275,6051.005094542725
2024-03-12,Email,83.08477278435916,63.443066156076526,92.2027938669887,7505.328728876353
2024-03-12,SMS,71.69170904750004,81.23505291689305,85.87076434685292,1735.5281117210043
2024-03-12,Push Notification,81.45751603821641,74.54088861390142,78.31549080326552,9511.28332300254
2024-03-13,Website,91.24938428701655,80.07067011987326,84.24591122001215,4705.889874260577
2024-03-13,Mobile App,86.27433667877385,76.36295608220716,76.24546211763771,5612.523838932985
2024-03-13,In-Store,90.16009043082099,73.77719632790874,76.03913155108536,8076.503794456298
2024-03-13,Social Media,75.03409455339936,67.75862504664116,78.29412706864592,3971.935583843478
2024-03-13,Email,88.91878764221588,75.58157578511812,79.09762548301426,8900.470703368368
2024-03-13,SMS,91.98954637378823,86.11735275138021,79.77592422763078,5061.1540976288925
2024-03-13,Push Notification,94.62474140352188,83.16037428929971,75.5433484245112,1586.8413213444285
2024-03-14,Website,81.59828442030832,87.27660617584681,85.77403595905429,5480.312572308612
2024-03-14,Mobile App,72.63684249891577,79.70340314172883,91.44206321200451,4423.780067568061
2024-03-14,In-Store,89.39029627313319,88.93429961702435,79.07532918255379,5709.966680752672
2024-03-14,Social Media,77.1784489521144,83.78563257101519,86.55186731762315,6711.241757952734
2024-03-14,Email,89.94785399039735,71.87911417987365,93.30180136814086,5797.25980521526
2024-03-14,SMS,73.9488705708837,80.87697354506408,90.86522700876509,3850.85509360774
2024-03-14,Push Notification,91.42948142496883,87.184297642973,80.53808974755619,9851.693254437
2024-03-15,Website,73.51778820121896,66.0604700520747,78.68449678476053,9045.907390070834
2024-03-15,Mobile App,86.35731380812405,64.56312849666818,83.80646836736697,6537.6822256282185
2024-03-15,In-Store,72.08660212473458,86.47249105222016,91.07207070883071,5546.860962189744
2024-03-15,Social Media,94.17816538147926,72.53282937825298,94.68220638072995,7011.279989232644
2024-03-15,Email,85.86678183134853,64.97864685887355,92.63855516609289,4847.407191285536
2024-03-15,SMS,74.05583514456198,60.378225599272774,86.19511367276765,5746.596599104087
2024-03-15,Push Notification,87.98384055922897,86.70774159053407,76.58813169286059,7583.468413063261
2024-03-16,Website,74.68529860243956,85.74531159471492,91.38127027723313,5867.1437948698995
2024-03-16,Mobile App,87.75606996558278,69.43050339551245,84.4233579786563,8394.732079394245
2024-03-16,In-Store,81.48162992933035,70.73394795976326,84.884248945006,8454.243271934965
2024-03-16,Social Media,78.38020118427181,65.21284779407232,89.24028040661561,8433.803914372736
2024-03-16,Email,72.51593696308834,67.19622338267834,77.83943979521987,4131.4727042395
2024-03-16,SMS,81.25877447263531,82.4647901088992,88.02295169763349,6588.35710730588
2024-03-16,Push Notification,78.80937366524137,85.2434265925428,84.42574334796329,9811.944442136391
2024-03-17,Website,85.85355345739342,63.78794224693508,88.52355124150868,3925.936138885291
2024-03-17,Mobile App,87.15817991715244,62.089234444872176,78.49762874351919,8701.635330152078
2024-03-17,In-Store,75.67948892558788,85.1112337572882,80.5855217690882,6785.937190528369
2024-03-17,Social Media,87.35376433774577,75.3796425943516,81.10621353393462,2913.799387339865
2024-03-17,Email,70.82973386406066,69.11839203722171,88.06325581062566,9444.743366036344
2024-03-17,SMS,91.7801120565763,82.98194329605907,90.76894686506597,6984.864131283957
2024-03-17,Push Notification,76.50717143915007,87.21585092117489,88.41464623811667,6043.96567882396
2024-03-18,Website,72.77473673033703,73.41166631419276,84.20716542403852,8781.07248570403
2024-03-18,Mobile App,83.66620550469472,71.41201646911229,94.53600657021319,1996.485339936841
2024-03-18,In-Store,80.56371070779862,61.26074025514216,89.79808241533861,9262.688969792356
2024-03-18,Social Media,77.00093323876223,85.75025030397363,80.84436460923796,9196.931454795236
2024-03-18,Email,88.84904758991959,84.14720330524315,75.36013111200909,9665.293213666233
2024-03-18,SMS,88.16677480175808,69.142532861584,91.58789329717693,3533.6907857343695
2024-03-18,Push Notification,91.8188459891532,63.37741171235811,89.07371954921591,5866.286289804193
2024-03-19,Website,72.41336175488603,67.25681484776517,75.2480807255463,5218.9116891805525
2024-03-19,Mobile App,77.53163151900002,77.95072452893277,80.94475615417234,3699.272003562862
2024-03-19,In-Store,88.57982996829008,61.44428507935061,93.05789990383974,8670.374869520632
2024-03-19,Social Media,86.69511708066017,77.79664710322153,92.84604996279305,2667.97161575843
2024-03-19,Email,71.97422905477072,67.18530509728615,90.8915655740038,1312.03240053835
2024-03-19,SMS,84.57017087708724,89.8631254857393,92.1139218767508,5693.011201392305
2024-03-19,Push Notification,71.59102273216605,84.94120543157129,86.97957016354421,2034.3969735361015
2024-03-20,Website,72.3464321205839,87.28880458309777,88.38400525876156,8463.5811938508
2024-03-20,Mobile App,91.97447250705669,77.15317056144967,85.34892703510083,4873.846692888912
2024-03-20,In-Store,77.92366469477798,73.03787882576135,90.47759311460312,6417.310879136184
2024-03-20,Social Media,92.31308224887115,73.30140043137563,87.14179157437508,6681.767977827898
2024-03-20,Email,84.79242905765814,81.07901319256548,79.74866936749612,5611.273997912116
2024-03-20,SMS,72.60562007020869,71.53533982934438,84.75334137242528,6870.0183359092525
2024-03-20,Push Notification,93.76327631465509,78.01953199645068,89.87187832353119,5556.394535456825
2024-03-21,Website,85.85260078440828,62.1279664840132,80.08783161683694,4256.677838846248
2024-03-21,Mobile App,81.81233387516284,61.36946236507151,77.80048195106636,3491.328770121752
2024-03-21,In-Store,94.28831727252627,69.94041021309152,84.64082116224165,2764.8794146455366
2024-03-21,Social Media,85.2695017768942,68.42049646547923,79.13985156876853,5649.153656013812
2024-03-21,Email,70.13764497901052,60.22992097947676,79.38137618203716,1330.4922625073903
2024-03-21,SMS,72.70064385326728,70.16581948016255,91.05171359159625,6148.437790323707
2024-03-21,Push Notification,82.81669314891042,68.80466469624365,93.63507438865632,4573.135371134725
2024-03-22,Website,72.17731916989429,78.51199548353404,77.27676786953202,4107.008285215229
2024-03-22,Mobile App,82.68529846794522,86.22667574055528,84.87093160680237,7320.328894284979
2024-03-22,In-Store,94.82042097497676,63.944673596939445,80.4946305103904,4551.184680378818
2024-03-22,Social Media,80.54570446347078,72.33063225796637,93.1522200511311,7426.293800201708
2024-03-22,Email,85.1976303522676,69.28118153588346,91.47580768442589,9595.5446033649
2024-03-22,SMS,90.52995706375566,60.046953155744184,87.72802740366814,1460.2184329789065
2024-03-22,Push Notification,76.44018050834305,61.78574101043315,87.07590905898776,7179.309221433461
2024-03-23,Website,72.86219095164763,71.51516649134939,84.12473017911084,4321.47719584825
2024-03-23,Mobile App,73.02562501212982,72.56843370562426,90.02356095616837,1639.0689807992992
2024-03-23,In-Store,72.00450035204759,70.64313875507952,93.8345142323785,7017.153820506226
2024-03-23,Social Media,86.96674891681413,70.85759972513596,86.87321582417077,1091.1806562496904
2024-03-23,Email,85.90240116023855,87.3986084272871,87.25146936689639,8863.287341197105
2024-03-23,SMS,88.09932638665235,63.616752492110706,93.04906614571684,1597.9945992019739
2024-03-23,Push Notification,83.34918681369409,64.26411371380372,75.23413221461809,4798.308341148751
2024-03-24,Website,77.37601769135391,74.58001481392809,86.54399773469102,1393.6516507805263
2024-03-24,Mobile App,73.07508237809364,76.75927189351276,81.86334706345316,7562.561387945032
2024-03-24,In-Store,86.3072912147985,85.3681308896972,88.84985653338451,4869.379696511333
2024-03-24,Social Media,86.82416555986082,68.26143522766256,81.12626997556426,8100.86643928714
2024-03-24,Email,81.16048791003955,83.95141021555058,91.44844747336556,8718.061038951553
2024-03-24,SMS,92.91588089603019,72.9295566153989,81.37733636642278,6239.788719347025
2024-03-24,Push Notification,79.27931058594069,78.03222500400699,89.11171725287649,7195.645166429232
2024-03-25,Website,79.36382217550303,65.00580605096259,83.61058676924415,2283.3472967371786
2024-03-25,Mobile App,92.25242587959521,70.37632382213572,78.08919494446647,1229.0298391517579
2024-03-25,In-Store,86.14555965716211,79.1070695236423,81.81208333162583,1645.406999628859
2024-03-25,Social Media,80.2407223723808,69.33652485190181,88.54241279470018,6452.013245074213
2024-03-25,Email,79.1148432049385,66.5367766276497,94.76071932311184,5086.014590765034
2024-03-25,SMS,87.20685589450592,64.21658902735082,84.71179399318795,1247.8304788251894
2024-03-25,Push Notification,82.63637794776125,88.92052221353107,82.684134259716,1350.9641131742044
2024-03-26,Website,70.77389477298358,71.63960279840609,78.20049872926388,1210.1688669536732
2024-03-26,Mobile App,88.90534034875442,73.75569026645672,80.7848954394531,9100.748647148326
2024-03-26,In-Store,72.90347400501314,88.67756486865957,81.27933434754706,8995.633050778131
2024-03-26,Social Media,85.07357191198653,84.80122079224462,94.68026326420929,3595.6489403687115
2024-03-26,Email,94.02838713518983,71.68445684707261,82.71023809473844,4063.483938290551
2024-03-26,SMS,83.53519018368964,64.62435129535461,86.07422970716023,5875.343311690036
2024-03-26,Push Notification,89.04754531512175,85.00949885812757,83.80882700624848,3720.9992441634436
2024-03-27,Website,76.48337243292737,65.83871510114616,76.1529516439805,4082.03180951242
2024-03-27,Mobile App,76.75619230326959,88.99252157599221,86.15417652500088,4125.493351274568
2024-03-27,In-Store,84.5116900248424,64.17590104037086,83.88087498404406,6636.108892789574
2024-03-27,Social Media,82.22244579481128,72.05336401962973,94.87696777799397,8922.832859340344
2024-03-27,Email,85.585148953986,77.08132083546849,87.41320959649168,2811.8089704018994
2024-03-27,SMS,79.87844358160797,61.18378598672698,84.51092074973653,5887.221255618969
2024-03-27,Push Notification,75.69374340258024,88.9208654149654,93.18909221874485,7499.289119103153
2024-03-28,Website,83.33466571913407,86.09907478943055,77.61304687646926,8114.588148473965
2024-03-28,Mobile App,73.1205203491712,83.82631987648216,80.51535136502714,8893.8152291637
2024-03-28,In-Store,93.60105234563494,64.46387908215347,84.25351210130788,9828.886403464167
2024-03-28,Social Media,82.08518589932866,85.90642567543635,86.7746304426264,4377.969171276417
2024-03-28,Email,77.14458888814676,66.09669273258262,90.23596382755395,4478.864561407251
2024-03-28,SMS,82.78188655501877,74.76976440003546,86.54558058466263,8790.194310620971
2024-03-28,Push Notification,94.51848358958574,72.2275262572145,91.55037844212606,7880.750151892459
2024-03-29,Website,84.33822378638934,88.68141430835799,79.00949031056805,1983.3778927865926
2024-03-29,Mobile App,91.34904917388555,73.17449449901245,91.93937708414121,9037.811846758734
2024-03-29,In-Store,71.56143984047678,86.50394288958182,83.96638110738844,5593.89240103809
2024-03-29,Social Media,85.66481277733025,87.7914782019026,75.38232188859529,5291.591214860354
2024-03-29,Email,87.19305106076402,81.68120873094685,88.85064863074216,2209.916164673097
2024-03-29,SMS,77.48488970929203,70.7614657625104,91.0887441535901,3508.8388517309772
2024-03-29,Push Notification,75.26762409668008,88.72344057114289,75.17726570226938,9980.387701137804
2024-03-30,Website,86.9205324714349,84.85407898347351,80.89238792692386,1128.8374990035397
2024-03-30,Mobile App,88.44673796403825,85.02433791002028,89.80952263907038,2285.6525857075476
2024-03-30,In-Store,88.83569805642422,83.06768346322923,88.17081031340109,7895.043395160276
2024-03-30,Social Media,91.1480359919433,78.40812342712375,76.77209427939358,5388.650287004898
2024-03-30,Email,71.94123336679013,72.22629093097292,83.14212978251255,1594.0885972621743
2024-03-30,SMS,78.72051334923698,63.32994296373945,91.16470420018445,9529.192233680236
2024-03-30,Push Notification,71.80791188144846,88.65345621875105,85.4515319867349,3696.091101584865
2024-03-31,Website,71.9215518819041,75.01872804211253,90.89031088981497,7363.778295400283
2024-03-31,Mobile App,71.25565028659935,62.18705506103711,83.05746565265274,3657.6144464314893
2024-03-31,In-Store,75.80960807640119,68.43013496726141,91.0696548659377,9363.052482686686
2024-03-31,Social Media,80.12756736318916,87.1833300639749,81.42991402495764,5287.932877094125
2024-03-31,Email,75.65072494539999,79.21428126527532,94.57962230349618,6431.437864390407
2024-03-31,SMS,78.94535210283873,79.43452337971586,77.45841356930775,8997.931722388588
2024-03-31,Push Notification,82.5770987694959,73.48049226118926,86.71729576907039,6623.054765104622
