Date,open,high,low,close,volume,ticker,sector,channel,region,country,lat,lon,returns,rolling_vol_21,rolling_return_21,rolling_sharpe_21,max_drawdown,value_at_risk_95,risk_score,roi,cost,revenue,impressions,conversion_rate,campaign,geo_lat,geo_lon,audit_flag,risk_band,date
2024-11-14,45.95,46.16,45.73,45.9,35733066.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0006540222367561466,0.33869048601149265,0.003543870205972783,0.010463447756405328,-0.1694992068887378,-0.014123156083223194,0.0,0.065,550.8,551.16,35733,5.03,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-14
2024-11-15,45.8,46.84,45.62,46.75,40488863.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0185185185185186,0.3411206136527327,0.004648223335248032,0.013626333763517476,-0.1694992068887378,-0.014123156083223194,0.0,1.852,561.0,571.39,40489,5.93,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-15
2024-11-18,46.76,47.02,46.485,46.72,32371771.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0006417112299464955,0.33927611590355616,0.004930654703014945,0.014532867101132904,-0.1694992068887378,-0.014123156083223194,0.0,-0.064,560.64,560.28,32372,4.97,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-18
2024-11-19,46.0,46.615,45.95,46.41,28534097.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.006635273972602773,0.33557552161189774,0.005244808998495469,0.01562929552579593,-0.1694992068887378,-0.014123156083223194,0.0,-0.664,556.92,553.22,28534,4.67,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-19
2024-11-20,46.6,46.64,45.92,46.06,28021049.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.007541478129713286,0.3371572867420416,0.004269927445520614,0.012664496997176061,-0.1694992068887378,-0.014123156083223194,0.0,-0.754,552.72,548.55,28021,4.62,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-20
2024-11-21,46.39,47.05,46.3,46.46,45336463.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.008684324793747145,0.3372616139034488,0.0046384368891494495,0.013753231016908259,-0.1694992068887378,-0.014123156083223194,0.0,0.868,557.52,562.36,45336,5.43,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-21
2024-11-22,46.37,47.22,46.28,47.0,37996162.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.01162290142057687,0.33802106590115255,0.004843256879417832,0.014328269353585627,-0.1694992068887378,-0.014123156083223194,0.0,1.162,564.0,570.56,37996,5.58,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-22
2024-11-25,47.2,47.74,47.16,47.5,42718557.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.010638297872340496,0.32821354266154695,0.006198388241283873,0.01888522999697071,-0.1694992068887378,-0.014123156083223194,0.0,1.064,570.0,576.06,42719,5.53,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-25
2024-11-26,47.505,47.84,47.21,47.75,30301526.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0052631578947368585,0.32566526693263326,0.005619177023935181,0.017254456015100797,-0.1694992068887378,-0.014123156083223194,0.0,0.526,573.0,576.02,30302,5.26,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-26
2024-11-27,47.82,47.98,47.65,47.77,23278393.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.00041884816753934295,0.32502571686284326,0.005739678586917596,0.017659152150534808,-0.1694992068887378,-0.014123156083223194,0.0,0.042,573.24,573.48,23278,5.02,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-27
2024-11-29,47.85,48.08,47.5,47.51,23262009.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.005442746493615314,0.32514123023065705,0.005726824905624325,0.01761334574997358,-0.1694992068887378,-0.014123156083223194,0.0,-0.544,570.12,567.02,23262,4.73,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-11-29
2024-12-02,47.74,47.82,46.85,47.04,35891499.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.009892654178067728,0.3240595004882062,0.005807231205751455,0.017920262164826745,-0.1694992068887378,-0.013275579065593929,0.0,-0.989,564.48,558.9,35891,4.51,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-02
2024-12-03,47.4778,47.4778,46.65,46.82,38123774.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0046768707482992555,0.3251651605736507,0.0056528430858112655,0.017384528760211022,-0.1694992068887378,-0.013275579065593929,0.0,-0.468,561.84,559.21,38124,4.77,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-03
2024-12-04,46.69,46.78,46.13,46.37,24941282.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.009611277231952209,0.32474980180882057,0.005685493449332605,0.017507303831026326,-0.1694992068887378,-0.013275579065593929,0.0,-0.961,556.44,551.09,24941,4.52,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-04
2024-12-05,46.53,47.24,46.5,47.0,31572096.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.013586370498166911,0.3248336900235888,0.005698771815893537,0.01754366000484649,-0.1694992068887378,-0.013275579065593929,0.0,1.359,564.0,571.66,31572,5.68,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-05
2024-12-06,46.91,47.06,46.4,46.75,28931688.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.005319148936170248,0.1562272265797692,0.0014317436203156915,0.00916449489413836,-0.1694992068887378,-0.013275579065593929,0.0,-0.532,561.0,558.02,28932,4.73,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-06
2024-12-09,46.595,46.745,45.895,45.91,34660938.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.017967914438502763,0.16156351607614242,0.0012472625487535032,0.007719951750528179,-0.1694992068887378,-0.014123156083223194,0.0,-1.797,550.92,541.02,34661,4.1,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-09
2024-12-10,45.91,46.29,45.585,45.75,35665762.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.003485079503376065,0.16038599546399201,0.0006983969081075104,0.004354475626672195,-0.1694992068887378,-0.014123156083223194,0.0,-0.349,549.0,547.09,35666,4.83,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-10
2024-12-11,45.995,46.16,45.47,46.08,36790464.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.00721311475409836,0.14465348735691175,3.948336612030492e-05,0.00027295136012093075,-0.1694992068887378,-0.014123156083223194,0.0,0.721,552.96,556.95,36790,5.36,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-11
2024-12-12,46.145,46.47,45.92,46.08,24017311.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0,0.14359317653471837,0.0002668312497181897,0.001858244633606768,-0.1694992068887378,-0.014123156083223194,0.0,0.0,552.96,552.96,24017,5.0,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-12
2024-12-13,46.08,46.1,45.38,45.67,32902264.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.00889756944444442,0.1470623685057276,-0.00016724610239094413,-0.001137246081987524,-0.1694992068887378,-0.014123156083223194,0.0,-0.89,548.04,543.16,32902,4.56,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-13
2024-12-16,45.59,45.68,45.16,45.47,27330402.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.004379242391066462,0.147740234905959,-0.00040692537038249695,-0.0027543300620952505,-0.1694992068887378,-0.013275579065593929,0.0,-0.438,545.64,543.25,27330,4.78,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-16
2024-12-17,45.18,45.19,44.62,45.05,33054645.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.009236859467780967,0.13354542788468451,-0.0017286100363967621,-0.01294398515754058,-0.1694992068887378,-0.013275579065593929,0.0,-0.924,540.6,535.61,33055,4.54,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-17
2024-12-18,45.14,45.43,43.35,43.5,41771890.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.03440621531631516,0.17490019280621016,-0.0033364435643190794,-0.019076271505405754,-0.1694992068887378,-0.014280094375254286,0.0,-3.441,522.0,504.04,41772,3.28,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-18
2024-12-19,43.97,44.48,43.3103,43.38,38583594.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0027586206896551557,0.17449398414877607,-0.0031518410270358595,-0.018062748938946542,-0.1694992068887378,-0.014280094375254286,0.0,-0.276,520.56,519.12,38584,4.86,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-19
2024-12-20,43.21,44.395,43.1024,44.17,74222240.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.018211157215306528,0.1885677655271444,-0.0019255250582253922,-0.010211316090226524,-0.1694992068887378,-0.014280094375254286,0.0,1.821,530.04,539.69,74222,5.91,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-20
2024-12-23,43.945,44.11,42.78,43.89,35374791.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.006339144215530945,0.18506609505141416,-0.0026409283443814915,-0.01427019002939356,-0.1694992068887378,-0.014280094375254286,0.0,-0.634,526.68,523.34,35375,4.68,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-23
2024-12-24,43.93,44.415,43.93,44.38,12054354.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.011164274322169154,0.18462700446077823,-0.002662767730019954,-0.014422417445361449,-0.1694992068887378,-0.014280094375254286,0.0,1.116,532.56,538.51,12054,5.56,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-24
2024-12-26,44.1523,44.58,44.105,44.55,16079707.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.003830554303740241,0.17989277112240518,-0.002986945995191395,-0.016604035707243482,-0.1694992068887378,-0.014280094375254286,0.0,0.383,534.6,536.65,16080,5.19,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-26
2024-12-27,44.25,44.78,44.06,44.34,17972488.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.004713804713804559,0.1774306902723981,-0.0034620394527409863,-0.01951206664092856,-0.1694992068887378,-0.014280094375254286,0.0,-0.471,532.08,529.57,17972,4.76,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-27
2024-12-30,43.88,44.14,43.55,43.91,16109771.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.00969778980604441,0.17810226144949637,-0.003943784118149736,-0.0221433691299201,-0.1694992068887378,-0.014280094375254286,0.0,-0.97,526.92,521.81,16110,4.52,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-30
2024-12-31,44.04,44.23,43.705,43.95,16110352.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0009109542245504532,0.17878715260754957,-0.003641226941094224,-0.020366267307176004,-0.1694992068887378,-0.014280094375254286,0.0,0.091,527.4,527.88,16110,5.05,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2024-12-31
2025-01-02,44.14,44.5868,43.8,44.29,25610575.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.007736063708759788,0.18143028733185493,-0.0028017641845786275,-0.015442648665676798,-0.1694992068887378,-0.014280094375254286,0.0,0.774,531.48,535.59,25611,5.39,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-02
2025-01-03,44.74,44.85,44.15,44.81,23455711.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.011740799277489389,0.18808415359461683,-0.0020199703738267875,-0.01073971589430382,-0.1694992068887378,-0.014280094375254286,0.0,1.174,537.72,544.03,23456,5.59,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-03
2025-01-06,45.155,46.15,45.0999,45.4,30518458.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.013166703860745255,0.19298765990191455,-0.0009353046075078607,-0.004846447736519665,-0.1694992068887378,-0.014280094375254286,0.0,1.317,544.8,551.97,30518,5.66,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-06
2025-01-07,46.28,46.65,45.65,46.08,41111204.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.01497797356828201,0.19436236121408101,-0.0008690377946452369,-0.004471224722815713,-0.1694992068887378,-0.014280094375254286,0.0,1.498,552.96,561.24,41111,5.75,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-07
2025-01-08,45.9,46.26,45.69,46.21,40246008.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0028211805555555802,0.19405934061300817,-0.000481403056944007,-0.0024807002611846327,-0.1694992068887378,-0.014280094375254286,0.0,0.282,554.52,556.08,40246,5.14,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-08
2025-01-10,46.0,46.05,44.735,45.11,40741349.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.02380437134819302,0.20159288687544838,-0.0007593295764530669,-0.003766648656220738,-0.1694992068887378,-0.01782688341242919,0.0,-2.38,541.32,528.43,40741,3.81,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-10
2025-01-13,45.08,45.34,44.69,45.06,34353617.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0011084016847704437,0.20135596297994526,-0.0006461544422337516,-0.003209015678855796,-0.1694992068887378,-0.01782688341242919,0.0,-0.111,540.72,540.12,34354,4.94,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-13
2025-01-14,45.53,45.92,45.23,45.78,36379011.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.015978695073235683,0.20785163748065194,-0.00022874585560816478,-0.001100524674141467,-0.1694992068887378,-0.01782688341242919,0.0,1.598,549.36,558.14,36379,5.8,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-14
2025-01-15,47.12,47.46,46.84,47.1,57154814.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.028833551769331667,0.2309653560446707,0.0011442804191219146,0.00495433790901784,-0.1694992068887378,-0.01782688341242919,0.0,2.883,565.2,581.5,57155,6.44,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-15
2025-01-16,47.0,47.51,45.82,46.64,56339293.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.009766454352441611,0.23146042979712814,0.0011029049473125245,0.004764982715530276,-0.1694992068887378,-0.01782688341242919,0.0,-0.977,559.68,554.21,56339,4.51,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-16
2025-01-17,46.61,46.88,46.08,46.53,44486094.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.002358490566037763,0.23096269119558271,0.0011991312246948434,0.0051918828036143765,-0.1694992068887378,-0.01782688341242919,0.0,-0.236,558.36,557.04,44486,4.88,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-17
2025-01-21,46.62,47.15,46.54,46.66,52089087.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.00279389641091754,0.22785236840517326,0.001772024361775725,0.007777072383222557,-0.1694992068887378,-0.01782688341242919,0.0,0.279,559.92,561.48,52089,5.14,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-21
2025-01-22,46.575,46.73,45.76,45.79,40296223.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.01864552078868409,0.2013171682994233,0.0025225336249962518,0.012530146565763501,-0.1694992068887378,-0.01800179475601183,0.0,-1.865,549.48,539.23,40296,4.07,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-22
2025-01-23,46.05,46.89,46.045,46.39,35324065.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.01310329766324525,0.20356036668933356,0.0032778630703724615,0.016102658507070863,-0.1694992068887378,-0.01800179475601183,0.0,1.31,556.68,563.97,35324,5.66,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-23
2025-01-24,46.23,46.86,46.15,46.52,24655102.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0028023280879501122,0.19618198619484709,0.0025441093024031088,0.012968108600329445,-0.1694992068887378,-0.01800179475601183,0.0,0.28,558.24,559.8,24655,5.14,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-24
2025-01-27,46.55,47.14,46.38,47.09,44260048.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.012252794496990571,0.19614622077193297,0.0034294397172850858,0.01748409785204392,-0.1694992068887378,-0.01800179475601183,0.0,1.225,565.08,572.0,44260,5.61,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-27
2025-01-28,47.06,47.4358,46.71,46.84,27156644.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0053089827988956895,0.19626213786797053,0.0026449989019962836,0.013476867880526336,-0.1694992068887378,-0.01800179475601183,0.0,-0.531,562.08,559.1,27157,4.73,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-28
2025-01-29,46.785,47.39,46.64,46.75,23681527.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0019214346712213004,0.19683496865700026,0.002371094665093353,0.012046104822081507,-0.1694992068887378,-0.01800179475601183,0.0,-0.192,561.0,559.92,23682,4.9,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-29
2025-01-30,47.11,47.165,46.4,46.72,31199866.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0006417112299464955,0.19548902486051156,0.0025650038786104038,0.0131209610383019,-0.1694992068887378,-0.01800179475601183,0.0,-0.064,560.64,560.28,31200,4.97,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-30
2025-01-31,46.68,46.83,46.16,46.3,30392921.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.008989726027397338,0.19494401125414065,0.002598721201403121,0.013330602898158657,-0.1694992068887378,-0.01800179475601183,0.0,-0.899,555.6,550.61,30393,4.55,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-01-31
2025-02-03,45.35,46.48,45.11,46.21,36497705.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0019438444924405607,0.19550546169974742,0.0024627784053559303,0.012596980073826307,-0.1694992068887378,-0.01800179475601183,0.0,-0.194,554.52,553.44,36498,4.9,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-03
2025-02-04,46.35,47.13,46.27,46.71,32893992.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.010820168794633211,0.19684095820837663,0.0026096405523022836,0.013257609473429344,-0.1694992068887378,-0.01800179475601183,0.0,1.082,560.52,566.58,32894,5.54,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-04
2025-02-05,46.8,47.13,46.6448,47.11,27696614.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.008563476771569212,0.19528540380115508,0.002458339480591799,0.012588444567495414,-0.1694992068887378,-0.01800179475601183,0.0,0.856,565.32,570.16,27697,5.43,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-05
2025-02-06,47.44,47.98,47.17,47.74,39793386.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.013372956909361022,0.19542916099742677,0.002468161054335407,0.012629440978707907,-0.1694992068887378,-0.01800179475601183,0.0,1.337,572.88,580.54,39793,5.67,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-06
2025-02-07,47.84,47.97,47.38,47.4,26504696.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.00712191034771692,0.19257852218579205,0.0014157856297640295,0.007351731718026874,-0.1694992068887378,-0.01800179475601183,0.0,-0.712,568.8,564.75,26505,4.64,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-07
2025-02-10,47.48,47.555,46.4,46.67,26725206.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.015400843881856474,0.2010612915437708,0.0005480701803634554,0.002725886102468118,-0.1694992068887378,-0.01800179475601183,0.0,-1.54,560.04,551.41,26725,4.23,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-10
2025-02-11,46.57,46.93,46.275,46.79,20314881.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0025712449110777413,0.18052006011809277,0.0018040519069953964,0.009993636750482026,-0.1694992068887378,-0.01800179475601183,0.0,0.257,561.48,562.92,20315,5.13,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-11
2025-02-12,46.57,46.58,45.935,46.21,29777070.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.012395811070741614,0.18693524452119,0.0012665562219491503,0.006775374141956308,-0.1694992068887378,-0.01800179475601183,0.0,-1.24,554.52,547.65,29777,4.38,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-12
2025-02-13,46.445,46.57,45.97,46.33,26815396.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.002596840510711962,0.17925514308330445,0.0006293250523051635,0.0035107782208106575,-0.1694992068887378,-0.01800179475601183,0.0,0.26,555.96,557.4,26815,5.13,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-13
2025-02-14,46.48,47.09,46.48,46.96,25960495.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.013598100582775885,0.15520724914508807,-9.61726232451118e-05,-0.0006196400218085781,-0.1694992068887378,-0.01800179475601183,0.0,1.36,563.52,571.18,25960,5.68,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-14
2025-02-18,46.56,46.65,46.16,46.53,37824104.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.00915672913117549,0.15474225911405523,-6.713808889910599e-05,-0.000433870419648073,-0.1694992068887378,-0.01800179475601183,0.0,-0.916,558.36,553.25,37824,4.54,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-18
2025-02-19,45.88,46.055,45.4201,46.01,38967823.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.011175585643670827,0.1593335437807421,-0.0004869997592625852,-0.003056479807746839,-0.1694992068887378,-0.01800179475601183,0.0,-1.118,552.12,545.95,38968,4.44,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-19
2025-02-20,45.9,46.19,45.04,45.3,40001086.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.015431427950445609,0.16693197281777913,-0.0013548723478989256,-0.008116314238841994,-0.1694992068887378,-0.01800179475601183,0.0,-1.543,543.6,535.21,40001,4.23,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-20
2025-02-21,45.26,45.51,44.535,44.81,43485874.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.010816777041942505,0.1587154059473822,-0.000982075026625517,-0.006187647763387867,-0.1694992068887378,-0.01800179475601183,0.0,-1.082,537.72,531.9,43486,4.46,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-21
2025-02-24,45.03,45.39,44.435,44.46,35512204.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.007810756527560803,0.15170985266127524,-0.0019779823690448525,-0.013037929536858242,-0.1694992068887378,-0.01800179475601183,0.0,-0.781,533.52,529.35,35512,4.61,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-24
2025-02-25,44.53,44.835,43.35,43.94,38119007.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.011695906432748648,0.1542457528767422,-0.0026683744890781272,-0.017299500565246848,-0.1694992068887378,-0.01800179475601183,0.0,-1.17,527.28,521.11,38119,4.42,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-25
2025-02-26,44.04,44.5453,43.86,43.94,32251699.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.0,0.14486582868938191,-0.0032518408936967258,-0.02244725980665358,-0.1694992068887378,-0.01800179475601183,0.0,0.0,527.28,527.28,32252,5.0,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-26
2025-02-27,44.04,44.7756,43.935,44.12,28477725.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.004096495220755614,0.14683352739850744,-0.0028039609879990444,-0.019096190343429336,-0.1694992068887378,-0.01800179475601183,0.0,0.41,529.44,531.61,28478,5.2,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-27
2025-02-28,44.3,46.2,44.199,46.1,62621148.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,0.044877606527651936,0.22109428479143267,-0.0005754352166241285,-0.0026026688892793414,-0.1694992068887378,-0.01800179475601183,0.0,4.488,553.2,578.03,62621,7.24,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-02-28
2025-03-03,46.21,46.96,45.22,45.56,46946021.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.011713665943600904,0.22443759227915897,-0.0011026711553695765,-0.004913041278744681,-0.1694992068887378,-0.01800179475601183,0.0,-1.171,546.72,540.32,46946,4.41,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-03-03
2025-03-04,44.73,44.84,42.03,42.67,78278115.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.06343283582089554,0.31106531997862863,-0.003695200193155205,-0.01187917763834644,-0.1694992068887378,-0.018903463316659534,0.0,-6.343,512.04,479.56,78278,1.83,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-03-04
2025-03-05,42.65,42.73,41.705,42.29,52588903.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.008905554253573977,0.31150596926712065,-0.0040267101817806055,-0.012926590752832881,-0.1694992068887378,-0.018903463316659534,0.0,-0.891,507.48,502.96,52589,4.55,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-03-05
2025-03-06,41.59,41.89,40.9556,41.46,58103505.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.01962638921730897,0.3110764653628445,-0.005476546277587376,-0.017605144996100705,-0.1694992068887378,-0.019835288323853173,0.0,-1.963,497.52,487.76,58104,4.02,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-03-06
2025-03-07,41.27,41.73,40.61,41.4,50651434.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.0014471780028944004,0.3072934595004966,-0.0059532441239904055,-0.019373155984729915,-0.1694992068887378,-0.019835288323853173,0.0,-0.145,496.8,496.08,50651,4.93,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-03-07
2025-03-10,40.45,40.62,39.18,39.83,77498436.0,BAC,Financials,Retail Banking,North America,USA,35.2271,-80.8431,-0.03792270531400965,0.31783986965804906,-0.008395894706055677,-0.026415486248117574,-0.1694992068887378,-0.024334463546599124,0.0,-3.792,477.96,459.83,77498,3.1,BAC-Retail_Banking,35.2271,-80.8431,OK,Low,2025-03-10
